task_id,project_id,sprint_id,task_title,task_type,priority_moscow,assignee_role,experience_years,team_size,sprint_length_days,story_points,estimated_hours,actual_hours,dependencies_count,blockers_count,requirement_changes,communication_volume,sentiment_score,ai_suggestion_used,ai_acceptance_rate,override_requested,status,task_success,success_probability
190,151,23,Create caching layer,Documentation,Must,Designer,4.5,10,14,3,13.8,10.8,0,2,0,18,-0.2,1,0.57,0,Done,1,0.743
191,342,7,Create UI component,Chore,Should,Developer,4.9,4,14,8,23.6,28.8,5,1,1,5,0.83,1,0.41,0,To Do,0,0.6
192,316,39,Investigate test suite,Feature,Must,Developer,6.7,11,14,5,15.6,20.1,1,0,2,16,0.44,0,0.2,0,In Progress,0,0.739
193,304,39,Fix test suite,Spike,Could,Developer,0.0,10,14,3,11.1,20.4,1,3,1,7,1.0,0,0.27,1,Blocked,0,0.327
194,181,29,Implement UI component,Chore,Should,Developer,4.7,12,14,2,5.2,6.1,1,2,0,12,0.35,0,0.14,0,To Do,0,0.64
195,480,37,Create documentation,Feature,Should,Developer,4.7,5,21,5,20.7,30.7,1,0,2,21,0.65,0,0.29,0,Done,1,0.709
196,44,25,Add error handling,Spike,Could,Developer,4.3,7,10,13,41.3,68.0,2,2,0,4,-0.73,1,0.52,0,Done,1,0.49
197,172,27,Add documentation,Refactor,Should,QA,7.3,4,10,3,5.5,5.9,2,1,1,17,0.84,0,0.0,0,Done,1,0.703
198,60,34,Remove API endpoint,Chore,Should,Developer,2.9,11,14,8,25.0,24.9,0,0,0,28,-0.67,0,0.16,0,Done,1,0.801
199,170,2,Optimize login flow,Bug,Must,QA,3.0,12,10,5,16.6,17.5,1,1,0,18,0.25,0,0.03,0,Done,1,0.719
200,481,9,Refactor login flow,Feature,Should,Developer,4.2,11,10,8,25.7,22.3,0,0,0,33,-0.22,1,0.7,0,Done,1,0.836
201,184,9,Refactor error handling,Chore,Could,QA,6.4,12,14,13,36.3,20.4,1,0,0,38,0.7,1,0.66,0,Done,1,0.872
202,455,26,Improve UI component,Bug,Should,Developer,1.8,8,14,8,23.3,25.3,0,1,1,22,-0.15,0,0.13,1,Blocked,0,0.664
203,248,10,Implement deployment script,Documentation,Must,Developer,1.0,6,14,1,5.4,4.8,3,2,0,8,0.49,1,0.5,0,In Progress,0,0.64
204,350,16,Optimize login flow,Feature,Should,Developer,0.1,6,14,3,7.6,11.4,2,1,1,24,-0.75,1,0.85,1,Done,1,0.523
205,229,20,Refactor deployment script,Feature,Should,Developer,3.4,11,14,8,21.6,32.6,0,1,1,12,0.52,1,0.56,0,Done,1,0.669
206,133,30,Create API endpoint,Refactor,Must,DevOps,2.9,9,14,5,12.7,13.2,2,0,0,14,0.43,1,0.6,0,In Progress,0,0.789
207,383,21,Create error handling,Bug,Should,Developer,6.3,8,14,1,1.2,1.2,0,1,0,3,0.08,0,0.49,0,Done,1,0.782
208,485,1,Add test suite,Bug,Should,Designer,3.4,4,10,5,10.1,11.3,2,1,0,0,1.0,0,0.33,0,Done,1,0.711
209,132,28,Fix login flow,Refactor,Could,Developer,3.5,9,14,8,21.6,34.9,5,1,0,21,0.96,1,0.58,0,Done,1,0.539
210,390,18,Fix deployment script,Refactor,Should,Developer,4.7,11,7,3,9.9,14.5,2,0,2,19,0.67,1,0.66,0,Done,1,0.686
211,131,5,Investigate permission check,Bug,Should,Developer,3.1,10,7,8,26.7,24.6,1,0,0,23,0.11,0,0.45,0,Done,1,0.811
212,359,27,Add documentation,Feature,Could,Developer,2.6,10,14,1,1.9,3.8,1,1,3,38,-0.56,0,0.26,0,To Do,0,0.421
213,395,11,Update database query,Refactor,Could,Developer,4.0,5,14,5,15.2,26.5,1,1,4,35,0.27,1,0.92,0,Done,1,0.517
214,225,19,Fix deployment script,Bug,Must,Developer,6.8,10,14,13,38.8,33.4,0,0,0,28,0.33,0,0.06,0,Done,1,0.845
215,369,39,Update login flow,Chore,Must,Developer,0.0,5,21,1,2.3,2.3,0,0,2,22,0.13,0,0.05,0,In Progress,0,0.774
216,137,10,Improve test suite,Refactor,Should,Developer,7.0,5,7,3,6.1,7.0,3,2,1,22,-0.27,1,0.95,0,In Progress,0,0.59
217,40,36,Optimize deployment script,Bug,Could,Developer,3.4,5,14,1,1.0,0.9,0,0,1,11,0.11,1,0.97,0,Done,1,0.837
218,49,19,Investigate permission check,Feature,Must,Developer,2.9,7,10,3,11.9,16.7,1,1,0,3,0.46,1,0.97,0,Done,1,0.693
219,224,38,Create test suite,Feature,Could,QA,0.6,8,14,5,14.7,18.9,1,1,0,23,-0.22,0,0.31,0,Blocked,0,0.667
220,452,34,Fix documentation,Feature,Must,Developer,2.6,9,14,8,25.5,43.3,1,1,3,2,0.96,0,0.0,0,Done,1,0.534
221,64,34,Update UI component,Refactor,Should,Developer,2.5,7,14,8,24.0,42.2,2,1,1,12,-0.2,0,0.18,1,To Do,0,0.464
222,228,9,Refactor error handling,Chore,Could,PM,0.0,9,21,8,27.2,30.3,1,2,1,17,0.98,0,0.22,0,Done,1,0.628
223,353,32,Fix permission check,Documentation,Must,QA,3.0,11,10,8,20.7,17.6,2,1,0,11,0.16,0,0.69,1,Done,1,0.709
224,102,15,Update error handling,Bug,Could,Developer,3.2,4,14,3,8.3,6.6,0,0,2,18,-0.51,0,0.49,0,Done,1,0.814
225,361,37,Add database query,Refactor,Could,Developer,6.2,6,14,8,22.8,20.0,1,1,0,13,0.92,1,0.84,0,Done,1,0.804
226,153,40,Implement documentation,Refactor,Must,Developer,2.0,8,14,8,21.9,30.7,5,1,0,27,0.42,1,0.8,0,In Progress,0,0.571
227,405,25,Update error handling,Bug,Must,Developer,4.7,10,7,5,9.2,12.8,0,2,0,24,0.23,0,0.31,0,Done,1,0.618
228,290,37,Implement deployment script,Refactor,Could,Developer,3.7,4,21,1,3.0,4.9,3,1,1,26,-0.38,0,0.33,0,Done,1,0.534
229,274,22,Fix test suite,Bug,Won't,Developer,1.7,8,10,2,7.2,6.5,1,1,0,25,0.57,1,0.83,0,Done,1,0.772
230,89,2,Remove database query,Bug,Should,PM,3.5,8,14,3,12.6,12.0,2,0,1,10,0.49,0,0.37,0,Done,1,0.782
231,232,35,Improve UI component,Spike,Must,Designer,4.4,10,14,5,13.9,12.9,0,0,0,34,0.68,0,0.22,1,Done,1,0.799
232,429,22,Implement deployment script,Bug,Must,Developer,2.0,8,14,1,1.0,1.1,2,1,0,15,0.25,1,0.7,0,Done,1,0.71
233,10,2,Refactor login flow,Feature,Must,DevOps,2.7,5,14,3,6.2,5.5,0,0,0,18,0.26,1,0.75,0,In Progress,0,0.846
234,380,3,Update error handling,Bug,Should,Developer,2.9,7,14,2,4.0,5.5,3,0,1,28,-0.48,0,0.01,0,In Progress,0,0.642
235,247,29,Remove database query,Documentation,Should,QA,5.9,11,14,1,3.3,2.3,1,0,0,11,-0.64,1,0.88,0,Done,1,0.854
236,360,37,Create error handling,Feature,Should,Designer,6.0,4,14,3,6.4,7.8,0,0,1,16,-0.19,0,0.14,0,In Progress,0,0.774
237,332,28,Refactor UI component,Documentation,Could,DevOps,3.3,8,10,5,14.9,13.2,1,2,0,20,-0.48,0,0.05,0,Done,1,0.663
238,217,18,Add login flow,Documentation,Must,QA,2.5,9,7,13,36.1,27.8,3,2,0,8,0.43,1,0.83,1,Done,1,0.627
239,155,13,Update error handling,Bug,Must,DevOps,2.7,7,10,8,23.4,23.0,1,1,0,30,1.0,1,0.66,0,Done,1,0.76
240,314,17,Improve test suite,Feature,Must,Developer,5.1,7,10,8,28.9,39.2,1,1,1,33,0.91,0,0.17,0,In Progress,0,0.66
241,71,13,Optimize error handling,Feature,Could,Developer,5.1,8,14,3,9.5,12.7,1,0,1,30,-0.07,1,0.72,0,Done,1,0.745
242,293,11,Fix documentation,Feature,Should,DevOps,3.8,3,21,8,21.4,22.9,2,0,0,34,-0.5,1,0.91,0,Done,1,0.779
243,48,6,Investigate documentation,Bug,Could,Developer,0.7,12,7,5,21.9,31.4,0,2,0,10,0.34,0,0.0,0,Done,1,0.574
244,325,23,Fix test suite,Chore,Must,Developer,4.5,3,10,2,8.5,7.5,1,0,1,16,0.13,0,0.3,0,Done,1,0.805
245,315,9,Add error handling,Documentation,Could,DevOps,7.2,8,7,3,10.6,8.2,0,3,0,14,-0.7,0,0.42,0,Blocked,1,0.663
246,43,6,Remove documentation,Feature,Should,Developer,3.4,11,14,8,23.3,20.4,2,0,0,5,-1.0,1,0.84,0,In Progress,0,0.799
247,379,12,Improve permission check,Bug,Must,Developer,2.8,4,14,2,7.9,10.3,4,0,0,16,-0.17,1,0.58,0,Blocked,0,0.685
248,208,32,Update test suite,Bug,Could,Developer,0.1,3,14,5,16.6,18.8,1,2,0,17,0.71,0,0.31,0,Done,1,0.637
249,394,23,Improve permission check,Bug,Must,Developer,0.7,11,21,3,6.5,9.8,0,1,1,0,-0.06,0,0.68,1,Done,1,0.603
250,21,20,Remove deployment script,Bug,Could,Designer,3.5,3,14,2,8.6,8.8,1,1,0,21,-0.41,1,0.84,0,Done,1,0.746
251,90,24,Optimize documentation,Spike,Should,Developer,5.1,10,14,3,11.1,15.6,2,0,0,14,-0.56,1,0.6,0,Done,1,0.721
252,247,23,Remove deployment script,Bug,Should,QA,3.6,7,14,5,14.8,11.6,2,1,0,12,-0.5,1,0.38,0,Done,1,0.748
253,95,20,Remove API endpoint,Feature,Should,Developer,4.7,4,21,3,7.5,8.0,1,0,1,27,-0.11,1,0.57,0,Done,1,0.79
254,165,34,Optimize error handling,Refactor,Won't,Developer,2.6,7,7,1,6.3,7.8,0,1,1,17,0.24,0,0.4,1,Done,1,0.649
255,331,30,Refactor API endpoint,Feature,Should,Developer,1.0,3,14,8,22.9,20.1,0,0,0,19,0.52,1,0.57,0,Done,1,0.841
256,73,8,Investigate error handling,Documentation,Must,QA,2.7,7,21,5,15.0,13.5,2,1,1,12,0.42,1,0.87,0,Done,1,0.746
257,339,33,Create deployment script,Spike,Could,Developer,0.0,8,10,2,3.1,3.9,1,1,0,16,0.05,1,0.65,1,Done,1,0.635
258,52,8,Refactor login flow,Feature,Must,Developer,4.2,12,14,5,12.2,21.9,2,2,2,0,-0.53,1,0.76,0,Done,1,0.427
259,88,4,Update permission check,Bug,Should,Developer,0.5,3,14,5,19.5,22.3,1,1,0,24,0.31,1,0.84,0,In Progress,0,0.725
260,294,17,Investigate error handling,Chore,Could,Developer,1.4,8,14,2,9.5,12.0,1,1,1,5,-0.22,1,0.85,1,In Progress,0,0.625
261,397,16,Create error handling,Bug,Must,QA,4.1,11,7,3,11.8,14.0,1,0,0,22,-0.15,1,0.5,0,Done,1,0.773
262,86,32,Optimize test suite,Bug,Must,Developer,1.6,10,7,1,3.7,5.0,1,2,0,29,0.44,0,0.0,0,Done,1,0.565
263,150,28,Optimize permission check,Documentation,Could,Developer,2.0,6,14,5,11.4,10.6,1,1,1,0,0.0,1,0.53,0,Blocked,0,0.733
264,463,3,Fix UI component,Feature,Must,Developer,0.8,4,10,8,24.9,34.3,2,1,0,27,0.23,1,0.42,0,In Progress,0,0.629
265,495,20,Investigate database query,Bug,Should,Developer,5.3,12,14,1,4.1,4.1,1,1,0,19,-0.05,1,0.64,0,In Progress,0,0.759
266,291,32,Refactor test suite,Feature,Must,Developer,2.7,3,10,8,23.8,23.3,0,1,0,17,0.85,1,0.89,1,Done,1,0.753
267,224,30,Optimize documentation,Feature,Must,Developer,1.8,3,21,2,7.6,12.0,2,2,0,11,0.26,1,0.74,0,To Do,0,0.538
268,174,21,Fix permission check,Chore,Could,PM,4.4,5,14,3,13.7,17.7,1,1,2,24,0.47,0,0.36,0,Done,1,0.66
269,307,25,Add caching layer,Refactor,Could,Developer,2.6,3,21,2,4.5,4.6,1,0,1,15,-1.0,1,0.7,0,In Progress,0,0.779
270,296,23,Investigate deployment script,Refactor,Should,Developer,7.4,4,14,1,3.6,4.1,1,2,0,16,0.72,1,0.72,0,Done,1,0.693
271,148,10,Remove error handling,Feature,Must,Developer,3.9,6,14,3,6.4,7.7,1,1,1,17,0.23,1,0.62,0,In Progress,0,0.701
272,12,23,Refactor deployment script,Chore,Must,Developer,6.1,12,14,3,10.3,7.9,1,1,0,21,0.6,1,1.0,1,Done,1,0.783
273,76,28,Refactor documentation,Feature,Should,Developer,4.3,10,14,13,38.3,35.1,1,0,1,23,-0.52,1,0.76,1,Blocked,0,0.769
274,480,3,Fix caching layer,Bug,Could,Developer,6.1,11,10,5,15.2,21.2,1,2,1,20,0.08,0,0.46,0,Done,1,0.579
275,210,28,Optimize login flow,Feature,Could,Developer,3.1,10,14,2,3.9,8.6,1,3,2,18,-0.4,1,0.77,0,Blocked,0,0.288
276,242,10,Refactor database query,Bug,Must,Developer,1.3,5,14,1,1.2,1.1,2,0,0,25,-0.11,1,0.46,0,Done,1,0.788
277,234,1,Investigate API endpoint,Bug,Must,Developer,7.9,6,21,5,8.6,10.0,1,1,0,11,0.7,1,0.66,1,Blocked,0,0.723
278,392,31,Improve error handling,Feature,Should,Developer,1.9,11,7,13,38.9,51.3,0,1,1,13,0.1,0,0.32,0,Done,1,0.671
279,33,16,Create deployment script,Bug,Could,Developer,0.8,4,10,1,2.0,1.5,0,0,0,33,0.05,1,0.56,0,In Progress,0,0.84
280,42,17,Refactor deployment script,Bug,Should,PM,2.9,4,14,13,39.3,24.2,0,0,0,16,-0.68,1,0.63,0,Done,1,0.863
281,138,25,Add error handling,Refactor,Should,Developer,3.9,11,21,1,2.8,4.3,0,3,1,15,0.58,0,0.22,0,Blocked,1,0.493
282,244,23,Improve database query,Bug,Should,Developer,4.6,9,14,3,10.5,9.7,0,2,0,25,-0.18,1,0.63,0,Done,1,0.721
283,336,25,Fix login flow,Spike,Must,PM,4.1,8,10,5,19.1,11.0,1,0,0,11,0.1,1,0.98,1,Done,1,0.843
284,246,38,Refactor deployment script,Feature,Should,Designer,3.1,7,14,13,36.7,31.0,0,0,0,10,0.49,0,0.26,0,Done,1,0.844
285,221,27,Remove database query,Feature,Must,QA,3.5,10,14,1,4.7,5.2,2,0,0,20,0.04,1,0.68,0,Done,1,0.777
286,469,2,Update deployment script,Feature,Must,Developer,1.2,6,10,8,21.4,37.2,2,1,1,27,0.9,1,0.57,0,Done,1,0.552
287,81,9,Refactor database query,Feature,Must,QA,4.9,8,14,3,7.8,13.0,0,2,1,25,-0.26,0,0.0,0,Blocked,0,0.517
288,286,18,Fix API endpoint,Bug,Should,Designer,1.8,3,14,8,23.6,22.2,0,1,1,19,0.99,0,0.66,0,Done,1,0.775
289,272,19,Add database query,Feature,Won't,Developer,8.7,12,10,13,40.8,49.8,3,1,0,28,-0.63,1,0.58,1,In Progress,0,0.614
290,237,15,Create deployment script,Feature,Must,Developer,0.5,7,14,3,5.7,8.0,1,1,0,22,0.88,1,0.63,0,Done,1,0.68
291,404,8,Refactor API endpoint,Feature,Should,Developer,1.8,5,10,8,20.5,38.0,2,2,1,20,0.02,1,0.36,0,To Do,0,0.415
292,134,5,Add caching layer,Bug,Could,Developer,3.2,4,14,3,8.9,14.8,3,2,1,23,-0.28,1,0.63,0,Done,1,0.446
293,477,6,Update UI component,Refactor,Could,Developer,1.5,5,10,3,1.1,1.3,1,0,1,6,1.0,0,0.1,0,Done,1,0.755
294,166,39,Implement login flow,Bug,Should,Developer,3.8,4,14,3,11.3,14.9,1,3,0,24,0.66,1,0.32,0,Blocked,0,0.534
295,273,16,Add permission check,Documentation,Could,QA,4.2,10,21,2,7.5,4.0,0,1,0,14,0.84,1,0.79,1,Done,1,0.831
296,261,39,Fix permission check,Feature,Must,Developer,3.4,9,21,5,14.7,17.6,1,1,0,28,-0.14,1,0.71,1,Done,1,0.673
297,425,14,Implement database query,Bug,Could,Developer,7.0,7,14,3,10.6,10.5,0,2,0,13,0.22,1,0.49,0,Done,1,0.724
298,220,13,Improve database query,Feature,Should,Developer,4.3,12,14,3,4.0,4.9,2,1,0,23,0.75,0,0.23,0,Done,1,0.691
299,143,20,Optimize API endpoint,Chore,Should,Developer,3.4,8,14,13,40.4,36.9,1,1,0,18,-0.59,0,0.05,0,Done,1,0.734
300,11,38,Improve database query,Feature,Must,Designer,1.6,6,14,5,16.4,18.0,0,0,1,26,-0.23,0,0.33,0,Done,1,0.778
301,182,23,Improve test suite,Documentation,Must,PM,0.3,5,10,3,4.2,5.8,2,2,1,32,-0.18,0,0.31,0,Blocked,0,0.493
302,414,2,Fix error handling,Refactor,Must,PM,3.7,4,10,3,9.1,12.3,0,2,0,9,0.67,1,0.78,0,Done,1,0.654
303,5,11,Update documentation,Bug,Must,Developer,4.1,3,10,5,13.8,16.5,0,2,0,13,0.96,0,0.0,0,Done,1,0.662
304,449,40,Optimize error handling,Bug,Could,Developer,0.6,5,10,5,9.8,13.9,2,0,1,18,0.25,0,0.0,0,In Progress,0,0.663
305,272,7,Add UI component,Feature,Must,Developer,2.3,8,14,2,5.2,5.5,1,1,0,27,-0.11,1,0.89,0,Done,1,0.74
306,71,34,Optimize database query,Feature,Must,Designer,1.4,12,10,2,7.1,9.4,2,0,0,17,-0.26,1,0.82,0,Done,1,0.727
307,152,38,Optimize database query,Spike,Should,Designer,6.2,7,21,5,9.3,14.7,1,1,1,19,0.22,1,0.77,0,Done,1,0.653
308,278,9,Fix API endpoint,Chore,Must,Developer,4.3,7,21,8,25.3,27.4,1,0,1,7,0.04,0,0.43,0,Done,1,0.786
309,158,23,Implement database query,Feature,Should,Developer,2.0,7,7,1,5.8,8.4,2,0,0,7,-1.0,1,0.63,1,To Do,0,0.631
310,55,24,Fix caching layer,Feature,Must,Developer,5.4,6,10,3,5.6,4.1,0,1,1,3,0.38,0,0.17,0,Done,1,0.794
311,333,32,Update deployment script,Feature,Could,Developer,0.0,6,14,2,2.1,2.4,2,1,1,6,0.43,1,0.92,0,Blocked,0,0.682
312,337,32,Fix database query,Chore,Won't,Developer,2.4,9,14,5,17.4,21.6,1,1,0,23,-0.12,1,0.68,0,Done,1,0.702
313,60,3,Remove login flow,Bug,Must,Developer,2.8,4,14,8,22.7,20.3,1,0,0,5,0.9,1,0.83,0,In Progress,0,0.84
314,141,13,Fix documentation,Refactor,Must,QA,2.4,12,14,5,17.7,29.8,1,3,1,26,0.16,1,0.82,0,Blocked,0,0.427
315,122,38,Optimize UI component,Feature,Should,Developer,4.5,6,21,2,5.9,5.9,2,1,0,30,1.0,0,0.26,0,Done,1,0.74
316,330,15,Improve caching layer,Spike,Could,Developer,1.6,6,14,5,11.5,16.6,3,0,1,22,0.02,1,0.87,1,Done,1,0.621
317,366,10,Add UI component,Feature,Must,Developer,1.3,8,14,5,11.7,9.2,0,0,0,30,0.26,0,0.32,0,Blocked,0,0.839
318,364,26,Fix deployment script,Feature,Should,Developer,2.0,11,14,3,14.0,14.3,1,1,0,24,-0.02,0,0.06,0,Done,1,0.72
319,470,8,Fix API endpoint,Documentation,Must,QA,6.4,6,14,3,4.4,3.7,1,1,1,16,0.82,1,1.0,0,In Progress,0,0.797
320,385,6,Add UI component,Refactor,Must,Developer,4.4,5,14,1,1.8,3.5,0,2,2,0,0.75,0,0.1,0,Done,1,0.457
321,161,32,Remove permission check,Bug,Should,Developer,0.4,3,7,2,3.7,4.6,2,1,0,19,0.09,0,0.37,0,Done,1,0.649
322,54,5,Implement login flow,Spike,Must,Designer,3.9,8,21,5,9.8,16.2,1,1,0,20,0.46,0,0.28,0,Done,1,0.633
323,308,36,Update login flow,Feature,Should,Developer,7.0,10,14,3,10.2,14.1,1,2,0,20,1.0,0,0.5,0,In Progress,0,0.64
324,459,10,Create database query,Feature,Must,DevOps,7.7,8,10,13,36.5,54.3,1,1,5,23,0.08,0,0.55,0,In Progress,0,0.56
325,488,5,Implement database query,Feature,Must,Developer,6.9,11,14,3,10.3,9.4,3,1,0,11,0.42,1,0.91,0,Done,1,0.754
326,116,30,Add login flow,Feature,Must,Developer,2.6,6,14,8,23.6,29.1,2,1,0,8,-0.08,1,0.61,0,Done,1,0.677
327,119,8,Investigate login flow,Refactor,Must,Developer,2.8,11,14,13,40.4,35.3,2,1,0,18,0.37,1,0.81,1,Done,1,0.717
328,19,15,Fix UI component,Bug,Should,QA,1.4,9,14,3,3.0,2.6,1,0,0,5,0.62,1,0.82,0,Done,1,0.834
329,71,15,Fix login flow,Bug,Must,Developer,5.1,5,14,1,2.0,2.5,2,1,0,14,0.57,1,0.66,0,Done,1,0.703
330,278,21,Refactor login flow,Chore,Should,Developer,1.1,11,14,13,41.1,46.7,1,2,0,11,0.68,1,0.73,0,Done,1,0.659
331,274,19,Improve caching layer,Feature,Could,DevOps,0.0,7,14,1,1.5,2.4,1,1,0,13,-0.25,0,0.11,0,Done,1,0.588
332,186,8,Update caching layer,Feature,Could,QA,2.7,8,14,3,8.0,9.3,1,0,2,8,-0.2,0,0.28,0,In Progress,0,0.732
333,155,10,Add login flow,Bug,Could,DevOps,4.2,9,21,1,1.0,1.0,1,1,1,29,0.24,1,0.79,0,Done,1,0.748
334,415,8,Remove caching layer,Chore,Must,Developer,4.4,10,10,13,38.4,32.9,2,0,0,31,-0.41,1,0.46,0,Done,1,0.795
335,231,3,Investigate login flow,Bug,Could,Developer,9.3,10,14,1,1.0,0.5,1,0,0,3,0.63,1,0.83,0,Done,1,0.895
336,405,27,Remove UI component,Documentation,Could,Developer,3.9,7,10,1,2.1,1.8,0,2,1,14,0.49,0,0.08,0,Done,1,0.699
337,482,19,Remove caching layer,Chore,Must,Developer,4.1,9,14,2,3.5,3.6,2,0,1,23,1.0,0,0.35,0,Done,1,0.781
338,159,5,Investigate permission check,Chore,Must,Designer,1.1,6,14,8,26.6,26.8,1,1,1,27,0.41,0,0.12,0,In Progress,0,0.706
339,102,14,Update permission check,Chore,Must,Developer,3.0,7,10,1,5.2,6.4,2,2,0,35,0.3,0,0.38,0,In Progress,0,0.579
340,477,27,Remove test suite,Bug,Could,Developer,1.0,12,10,1,1.0,1.2,2,0,0,16,-0.31,0,0.2,0,Done,1,0.724
341,318,12,Refactor test suite,Spike,Should,Developer,8.0,10,10,1,9.0,11.0,1,2,0,30,0.92,0,0.21,1,Done,1,0.602
342,146,17,Implement login flow,Bug,Must,PM,3.4,6,7,3,9.6,8.9,2,0,0,15,0.9,0,0.39,0,Blocked,0,0.803
343,311,30,Implement error handling,Feature,Could,Developer,4.0,3,21,5,15.7,25.4,3,0,1,31,0.85,0,0.04,0,Done,1,0.634
344,258,27,Add login flow,Feature,Could,Designer,0.8,12,7,3,12.6,23.0,3,1,1,2,-0.01,0,0.33,0,Done,1,0.466
345,453,29,Add permission check,Chore,Should,Designer,2.5,8,14,5,16.0,12.2,1,0,0,24,0.13,1,0.92,0,Done,1,0.847
346,128,16,Remove error handling,Feature,Must,Developer,3.2,7,21,1,1.0,1.2,1,2,0,32,0.13,1,0.66,0,In Progress,0,0.641
347,496,20,Create documentation,Chore,Must,Developer,4.6,12,14,1,1.0,0.7,1,0,0,13,1.0,0,0.27,0,Done,1,0.856
348,469,34,Add UI component,Documentation,Could,QA,3.5,4,10,5,5.6,4.9,1,1,0,19,-0.08,1,0.39,0,Done,1,0.758
349,91,35,Remove error handling,Bug,Could,Developer,4.2,5,14,3,14.2,21.3,2,1,1,29,-0.18,0,0.14,0,Done,1,0.58
350,83,3,Implement login flow,Feature,Should,PM,7.0,9,14,8,24.5,33.6,2,2,0,2,-0.4,0,0.22,0,In Progress,0,0.568
351,267,34,Optimize API endpoint,Feature,Could,Developer,3.8,7,7,5,15.8,22.5,4,0,1,16,-1.0,1,0.66,0,Done,1,0.62
352,23,36,Implement UI component,Bug,Must,QA,2.2,4,14,5,16.4,9.0,0,0,1,9,-1.0,1,0.73,0,Done,1,0.854
353,150,38,Improve test suite,Refactor,Should,QA,4.7,7,14,2,4.5,5.8,1,2,1,0,0.27,1,0.55,0,Done,1,0.607
354,218,11,Improve login flow,Feature,Must,Developer,6.5,5,14,8,25.2,17.0,2,0,0,14,-0.08,1,0.76,0,Done,1,0.848
355,485,21,Update login flow,Bug,Won't,Developer,3.0,11,7,8,20.4,23.8,0,0,0,12,-0.54,0,0.35,0,Done,1,0.781
356,497,2,Remove documentation,Bug,Should,Designer,3.5,4,7,1,3.3,2.8,0,0,1,28,0.13,1,0.67,0,Done,1,0.829
357,76,5,Create database query,Feature,Must,DevOps,1.7,6,14,5,16.9,25.8,1,2,0,17,-0.4,0,0.3,1,Done,1,0.479
358,446,23,Add API endpoint,Feature,Must,Developer,0.0,10,21,8,21.6,26.9,2,1,1,19,0.4,1,0.7,1,Done,1,0.609
359,46,9,Optimize permission check,Feature,Won't,Developer,2.2,5,10,8,31.3,51.6,1,2,0,18,-0.55,1,0.94,0,In Progress,0,0.529
360,375,9,Fix test suite,Chore,Won't,QA,4.9,10,14,2,2.4,1.9,1,0,1,39,-0.37,1,0.81,0,In Progress,0,0.816
361,423,12,Implement UI component,Feature,Could,Developer,3.7,8,21,3,10.4,12.9,1,1,1,7,-0.12,1,0.42,0,Done,1,0.685
362,446,19,Add caching layer,Feature,Should,Developer,1.6,4,10,2,5.9,6.2,1,0,1,3,0.02,1,0.78,0,In Progress,0,0.781
363,112,7,Refactor login flow,Bug,Should,Developer,5.6,12,10,8,27.5,30.2,2,1,0,16,-0.68,1,0.8,0,In Progress,0,0.709
364,447,33,Improve error handling,Refactor,Should,PM,2.3,10,21,2,5.2,4.5,0,1,0,33,0.25,1,0.83,1,Done,1,0.758
365,58,27,Improve deployment script,Chore,Must,QA,2.6,7,14,5,12.5,11.4,0,2,0,15,0.23,0,0.55,0,Done,1,0.719
366,260,32,Improve API endpoint,Bug,Must,Developer,5.7,5,14,8,26.2,36.7,2,1,4,16,0.51,0,0.15,0,Done,1,0.56
367,235,38,Add UI component,Bug,Must,Developer,3.5,8,14,5,12.9,7.7,2,0,0,8,0.4,0,0.33,1,Done,1,0.812
368,158,25,Implement deployment script,Chore,Must,Developer,6.6,3,10,2,8.1,6.3,3,1,0,35,-0.02,0,0.25,1,Done,1,0.684
369,12,15,Implement documentation,Spike,Should,Designer,2.4,4,7,3,5.6,8.8,3,1,0,33,-0.1,0,0.23,1,Done,1,0.484
370,387,40,Improve test suite,Refactor,Must,Developer,0.3,7,14,8,22.2,23.6,1,0,1,16,-0.16,1,0.71,0,Done,1,0.771
371,168,23,Create database query,Refactor,Should,Developer,3.9,6,14,8,21.6,29.2,1,0,2,30,-0.09,1,0.6,0,In Progress,0,0.711
372,331,19,Implement database query,Feature,Could,QA,4.3,3,14,5,11.3,11.2,1,0,0,21,0.33,0,0.21,0,Done,1,0.808
373,206,17,Optimize caching layer,Bug,Could,DevOps,2.7,8,21,3,5.7,4.2,1,0,1,14,0.15,1,0.67,0,To Do,0,0.836
374,187,2,Investigate API endpoint,Spike,Should,Developer,1.9,12,10,3,12.8,19.6,1,1,0,27,0.2,0,0.3,0,In Progress,0,0.626
375,444,39,Implement documentation,Feature,Must,Developer,3.5,5,14,5,20.5,21.7,1,0,0,27,-0.29,1,0.66,0,In Progress,0,0.797
376,48,33,Remove caching layer,Feature,Must,Developer,3.2,12,7,3,4.2,7.0,3,1,1,24,0.56,0,0.07,0,Done,1,0.519
377,369,28,Optimize caching layer,Refactor,Should,Developer,4.4,11,10,2,9.2,15.4,2,2,0,18,0.42,1,0.77,0,Done,1,0.524
378,374,9,Update UI component,Spike,Must,Developer,2.1,4,7,5,16.1,18.1,0,0,0,17,0.04,0,0.42,0,Done,1,0.795
379,190,38,Fix test suite,Feature,Could,QA,3.5,12,10,5,15.0,21.7,3,1,1,2,0.62,0,0.45,0,To Do,0,0.592
380,132,8,Create API endpoint,Spike,Should,Developer,4.0,9,14,1,1.0,2.1,2,0,2,17,0.11,0,0.36,0,Done,1,0.53
